Person Name,Description,Wikipedia Link,Instagram,Twitter,Youtube,Homepage
Bill Gates,"Bill Gates is an American business magnate, software developer, investor, and philanthropist.",https://en.wikipedia.org/wiki/Bill_Gates,//www.instagram.com/thisisbillgates,//www.twitter.com/BillGates,,https://www.gatesnotes.com/
Naval Ravikant,Naval Ravikant is an Indian-American entrepreneur and investor.,https://en.wikipedia.org/wiki/Naval_Ravikant,//www.instagram.com/naval,//www.twitter.com/naval,,
Tim Ferriss,"Tim Ferriss is an American entrepreneur, author and podcaster.",https://en.wikipedia.org/wiki/Tim_Ferriss,//www.instagram.com/timferriss,//www.twitter.com/tferriss,,
Christopher Hitchens,"Christopher Hitchens was an English intellectual, polemicist, and socio-political critic who expressed himself as an author, orator, essayist, journalist, and columnist.",https://en.wikipedia.org/wiki/Christopher_Hitchens,,,,
Elon Musk,Elon Musk is an engineer and technology entrepreneur.,https://en.wikipedia.org/wiki/Elon_Musk,,//www.twitter.com/elonmusk,,
Barack Obama,Barack Obama is an American attorney and politician who served as the 44th president of the United States.,https://en.wikipedia.org/wiki/Barack_Obama,//www.instagram.com/barackobama,//www.twitter.com/BarackObama,,
Jordan Peterson,Jordan Peterson is a Canadian clinical psychologist and a professor of psychology at the University of Toronto.,https://en.wikipedia.org/wiki/Jordan_Peterson,//www.instagram.com/jordan.b.peterson,//www.twitter.com/jordanbpeterson,,
Jocko Willink,"Jocko Willink is an American retired officer of the United States Navy, who served in the Navy SEAL teams.",https://en.wikipedia.org/wiki/Jocko_Willink,//www.instagram.com/jockowillink,//www.twitter.com/jockowillink,,
Noam Chomsky,"Noam Chomsky is an American linguist, philosopher, cognitive scientist, historian, social critic, and political activist.",https://en.wikipedia.org/wiki/Noam_Chomsky,,,,
Joe Rogan,Joe Rogan is an American comedian and podcast host.,https://en.wikipedia.org/wiki/Joe_Rogan,//www.instagram.com/joerogan,//www.twitter.com/joerogan,,
Warren Buffett,Warren Buffett is the chairman and CEO of Berkshire Hathaway.,https://en.wikipedia.org/wiki/Warren_Buffett,,//www.twitter.com/WarrenBuffett,,
Paul Graham,"Paul Graham is an English-born American computer scientist, entrepreneur, venture capitalist, author, and essayist.",https://en.wikipedia.org/wiki/Paul_Graham_(programmer),,//www.twitter.com/paulg,,
Ev Williams,Ev Williams is an American computer programmer and Internet entrepreneur.,https://en.wikipedia.org/wiki/Evan_Williams_(Internet_entrepreneur),//www.instagram.com/evhead,//www.twitter.com/ev,,
Ryan Holiday,"Ryan Holiday is an American author, marketer, entrepreneur and founder of the creative advisory firm Brass Check.",https://en.wikipedia.org/wiki/Ryan_Holiday,//www.instagram.com/ryanholiday,//www.twitter.com/RyanHoliday,,
Patrick Collison,Patrick Collison is the co-founder and CEO of Stripe.,https://en.wikipedia.org/wiki/Patrick_Collison,//www.instagram.com/patrickcollison,//www.twitter.com/patrickc,,
Patrick O'Shaughnessy,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/patrick_oshag,//www.twitter.com/patrick_oshag,,
Richard Branson,"Richard Branson is a British business magnate, investor, author and philanthropist.",https://en.wikipedia.org/wiki/Richard_Branson,//www.instagram.com/richardbranson,//www.twitter.com/richardbranson,,
Oprah Winfrey,"Oprah Winfrey is an American media executive, actress, talk show host, television producer, and philanthropist.",https://en.wikipedia.org/wiki/Oprah_Winfrey,//www.instagram.com/oprah,//www.twitter.com/Oprah,,
Eric Weinstein,"Eric Weinstein is the managing director of Thiel Capital, Peter Thiel's personal investment firm, since 2015.",https://en.wikipedia.org/wiki/Eric_Weinstein,//www.instagram.com/ericrweinstein,//www.twitter.com/EricRWeinstein,,
Emma Watson,"Emma Watson is an English actress, model and activist.",https://en.wikipedia.org/wiki/Emma_Watson,//www.instagram.com/emmawatson,//www.twitter.com/EmmaWatson,,
Jeff Bezos,"Jeff Bezos is the founder, chief executive officer, and president of Amazon.",https://en.wikipedia.org/wiki/Jeff_Bezos,//www.instagram.com/jeffbezos,//www.twitter.com/JeffBezos,,
Stewart Brand,"Stewart Brand is an American writer, best known as editor of the Whole Earth Catalog.",https://en.wikipedia.org/wiki/Stewart_Brand,,//www.twitter.com/stewartbrand,,
Ray Dalio,"Ray Dalio is an American billionaire investor, hedge fund manager, and philanthropist.",https://en.wikipedia.org/wiki/Ray_Dalio,//www.instagram.com/raydalio,//www.twitter.com/RayDalio,,
Marc Andreessen,"Marc Andreessen is an American entrepreneur, investor, and software engineer.",https://en.wikipedia.org/wiki/Marc_Andreessen,,//www.twitter.com/pmarca ,,
Keith Rabois,"Keith Rabois is an American technology entrepreneur, executive and investor.",https://en.wikipedia.org/wiki/Keith_Rabois,//www.instagram.com/krabois,//www.twitter.com/rabois,,
Mark Zuckerberg,"Mark Zuckerberg is the co-founder and CEO of Facebook, Inc.",https://en.wikipedia.org/wiki/Mark_Zuckerberg,//www.instagram.com/zuck,//www.twitter.com/finkd,,
Nassim Taleb,"Nassim Taleb is a Lebanese-American essayist, scholar, mathematical statistician, and former option trader and risk analyst.",https://en.wikipedia.org/wiki/Nassim_Nicholas_Taleb,,//www.twitter.com/nntaleb,,
Steve Jobs,"Steve Jobs was an American business magnate, industrial designer, investor, and media proprietor.",https://en.wikipedia.org/wiki/Steve_Jobs,,,,
Seth Godin,Seth Godin is an American author and former dot com business executive.,https://en.wikipedia.org/wiki/Seth_Godin,//www.instagram.com/sethgodin,//www.twitter.com/ThisIsSethsBlog,,
Malcolm Gladwell,"Malcolm Gladwell is a Canadian journalist, author, and public speaker.",https://en.wikipedia.org/wiki/Malcolm_Gladwell,//www.instagram.com/malcolmgladwell,//www.twitter.com/Gladwell,,
Ben Shapiro,"Ben Shapiro is an American conservative political commentator, public speaker, author, and lawyer.",https://en.wikipedia.org/wiki/Ben_Shapiro,//www.instagram.com/officialbenshapiro,//www.twitter.com/benshapiro,,
David Deutsch,David Deutsch is a British physicist at the University of Oxford.,https://en.wikipedia.org/wiki/David_Deutsch,,//www.twitter.com/DavidDeutschOxf,,
Vinod Khosla,Vinod Khosla is an Indian American billionaire businessman and venture capitalist.,https://en.wikipedia.org/wiki/Vinod_Khosla,,//www.twitter.com/vkhosla,,
Sam Altman,"Sam Altman is an American entrepreneur, investor, programmer, and blogger.",https://en.wikipedia.org/wiki/Sam_Altman,//www.instagram.com/samaltman99,//www.twitter.com/sama,,
Peter Attia,Peter Attia is a Canadian-American physician known for his medical practice that focuses on the science of longevity.,https://en.wikipedia.org/wiki/Peter_Attia,//www.instagram.com/peterattiamd,//www.twitter.com/PeterAttiaMD,,
Mr. Money Mustache,Mr.,https://en.wikipedia.org/wiki/Mr._Money_Mustache,//www.instagram.com/mrmoneymustache,//www.twitter.com/mrmoneymustache,,
Charlie Munger,"Charlie Munger is an American investor, businessman, former real estate attorney, and philanthropist.",https://en.wikipedia.org/wiki/Charlie_Munger,,,,
Shane Parrish,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/farnamstreet,//www.twitter.com/ShaneAParrish,,
Daniel Pink,Daniel Pink is an American author.,https://en.wikipedia.org/wiki/Daniel_H._Pink,,//www.twitter.com/DanielPink,,
Peter Thiel,Peter Thiel is an American entrepreneur and venture capitalist.,https://en.wikipedia.org/wiki/Peter_Thiel,,//www.twitter.com/peterthiel,,
Noah Kagan,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/noahkagan,//www.twitter.com/noahkagan,,
Aubrey Marcus,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/aubreymarcus,//www.twitter.com/AubreyMarcus,,
Michael Mauboussin,Michael Mauboussin is Head of Consilient Research at Counterpoint Global.,https://en.wikipedia.org/wiki/Michael_J._Mauboussin,,//www.twitter.com/mjmauboussin,,
Hillary Clinton,"Hillary Clinton is an American politician, diplomat, lawyer, writer, and public speaker.",https://en.wikipedia.org/wiki/Hillary_Clinton,//www.instagram.com/hillaryclinton,//www.twitter.com/HillaryClinton,,
Adam Sessler,"Adam Sessler is an American video game journalist, television personality and consultant.",https://en.wikipedia.org/wiki/Adam_Sessler,,//www.twitter.com/AdamSessler,,
John Green,John Green is an American author and YouTube content creator.,https://en.wikipedia.org/wiki/John_Green_(author),//www.instagram.com/johngreenwritesbooks,//www.twitter.com/johngreen,,
Tim O’Reilly,Tim O'Reilly is the founder of O'Reilly Media.,https://en.wikipedia.org/wiki/Tim_O%27Reilly,//www.instagram.com/timoreilly,//www.twitter.com/timoreilly,,
Brian Armstrong,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/brian_armstrong,//www.twitter.com/brian_armstrong,,
Brené Brown,Brené Brown is a research professor at the University of Houston.,https://en.wikipedia.org/wiki/Bren%C3%A9_Brown,//www.instagram.com/brenebrown,//www.twitter.com/BreneBrown,,
Stephen King,"Stephen King is an American author of horror, supernatural fiction, suspense, crime, science-fiction, and fantasy novels.",https://en.wikipedia.org/wiki/Stephen_King,,//www.twitter.com/StephenKing,,
Sam Harris,"Sam Harris is an American author, neuroscientist, philosopher, and podcast host.",https://en.wikipedia.org/wiki/Sam_Harris,//www.instagram.com/samharrisorg,//www.twitter.com/SamHarrisOrg,,
Arianna Huffington,"Arianna Huffington is the founder of The Huffington Post, and the founder and CEO of Thrive Global.",https://en.wikipedia.org/wiki/Arianna_Huffington,//www.instagram.com/ariannahuff,//www.twitter.com/ariannahuff,,
Anthony Bourdain,"Anthony Bourdain was an American celebrity chef, author, and travel documentarian.",https://en.wikipedia.org/wiki/Anthony_Bourdain,//www.instagram.com/anthonybourdain,//www.twitter.com/bourdain,,
Mark Cuban,Mark Cuban is an American entrepreneur and investor.,https://en.wikipedia.org/wiki/Mark_Cuban,//www.instagram.com/mcuban,//www.twitter.com/mcuban,,
Jack Dorsey,"Jack Dorsey is the co-founder and CEO of Twitter, and the founder and CEO of Square.",https://en.wikipedia.org/wiki/Jack_Dorsey,//www.instagram.com/jack,//www.twitter.com/jack,,
Melinda Gates,Melinda Gates is an American philanthropist and a former general manager at Microsoft.,https://en.wikipedia.org/wiki/Melinda_Gates,//www.instagram.com/melindafrenchgates,//www.twitter.com/melindagates,,
Ramit Sethi,Ramit Sethi is an American personal finance advisor and entrepreneur.,https://en.wikipedia.org/wiki/Ramit_Sethi,//www.instagram.com/ramit,//www.twitter.com/ramit,,
Anthony Pompliano,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/pompglobal,//www.twitter.com/APompliano,,
J.K. Rowling,J.,https://en.wikipedia.org/wiki/J._K._Rowling,,//www.twitter.com/jk_rowling,,
Tobi Lütke,Tobi Lütke is the founder and CEO of Shopify.,https://en.wikipedia.org/wiki/Tobias_L%C3%BCtke,//www.instagram.com/tobi,//www.twitter.com/tobi,,
Shah Rukh Khan,"Shah Rukh Khan, also known by the initialism SRK, is an Indian actor, film producer, and television personality.",https://en.wikipedia.org/wiki/Shah_Rukh_Khan,//www.instagram.com/iamsrk,//www.twitter.com/iamsrk,,
Charles Koch,"Charles Koch is an American businessman, political donor and philanthropist.",https://en.wikipedia.org/wiki/Charles_Koch,,//www.twitter.com/CharlesGKoch,,
Sahil Lavingia,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/shlsays,//www.twitter.com/shl,,
PewDiePie,"PewDiePie is a Swedish YouTuber, comedian, gamer, and philanthropist.",https://en.wikipedia.org/wiki/PewDiePie,//www.instagram.com/pewdiepie,//www.twitter.com/pewdiepie,,
Dave Ramsey,"Dave Ramsey is an American radio show host, author and businessman.",https://en.wikipedia.org/wiki/Dave_Ramsey,//www.instagram.com/daveramsey,//www.twitter.com/DaveRamsey,,
Adam Grant,Adam Grant is an American psychologist and author.,https://en.wikipedia.org/wiki/Adam_Grant,//www.instagram.com/adamgrant,//www.twitter.com/adammgrant,,
Bill Gurley,Bill Gurley is a general partner at Benchmark.,https://en.wikipedia.org/wiki/Bill_Gurley,,//www.twitter.com/bgurley,,
Max Levchin,Max Levchin is a Ukrainian-born American software engineer.,https://en.wikipedia.org/wiki/Max_Levchin,,//www.twitter.com/mlevchin,,
Gretchen Rubin,"Gretchen Rubin is an American author, blogger and speaker.",https://en.wikipedia.org/wiki/Gretchen_Rubin,//www.instagram.com/gretchenrubin,//www.twitter.com/gretchenrubin,,
Donald Trump,Donald Trump is the 45th and current president of the United States.,https://en.wikipedia.org/wiki/Donald_Trump,//www.instagram.com/realdonaldtrump,,,
Neil Strauss,"Neil Strauss is an American author, journalist and ghostwriter.",https://en.wikipedia.org/wiki/Neil_Strauss,//www.instagram.com/neil_strauss,//www.twitter.com/neilstrauss,,
Neil Gaiman,"Neil Gaiman is an English author of short fiction, novels, comic books, graphic novels, nonfiction, audio theatre, and films.",https://en.wikipedia.org/wiki/Neil_Gaiman,//www.instagram.com/neilhimself,//www.twitter.com/neilhimself,,
Matt Mullenweg,Matt Mullenweg is known for developing the free and open-source web software WordPress.,https://en.wikipedia.org/wiki/Matt_Mullenweg,//www.instagram.com/photomatt,//www.twitter.com/photomatt,,
Alexis Ohanian,Alexis Ohanian is an American Internet entrepreneur and investor.,https://en.wikipedia.org/wiki/Alexis_Ohanian,//www.instagram.com/alexisohanian,//www.twitter.com/alexisohanian,,
Tony Robbins,"Tony Robbins is an American author, life coach, and philanthropist.",https://en.wikipedia.org/wiki/Tony_Robbins,//www.instagram.com/tonyrobbins,//www.twitter.com/TonyRobbins,,
Derek Sivers,"Derek Sivers is an American writer, musician, programmer and entrepreneur.",,//www.instagram.com/dereksivers,//www.twitter.com/sivers,,
Raoul Pal,"As an Amazon Associate, we earn money from purchases made through links in this page.",,,//www.twitter.com/RaoulGMI,,
Jamie Dimon,Jamie Dimon is the chairman and CEO of JPMorgan Chase.,https://en.wikipedia.org/wiki/Jamie_Dimon,,,,
Balaji Srinivasan,"Balaji Srinivasan is a serial entrepreneur, angel investor, and essayist.",https://en.wikipedia.org/wiki/Balaji_Srinivasan,,//www.twitter.com/balajis,,
David Heinemeier Hansson,"David Heinemeier Hansson is a Danish programmer, racing driver and the creator of Ruby on Rails.",https://en.wikipedia.org/wiki/David_Heinemeier_Hansson,,//www.twitter.com/dhh,,
Changpeng Zhao,"Changpeng Zhao, commonly known as ""CZ"", is the founder and CEO of Binance.",https://en.wikipedia.org/wiki/Changpeng_Zhao,//www.instagram.com/changpengzhao,//www.twitter.com/cz_binance,,
Jon Stewart,"Jon Stewart is an American comedian, writer, producer, activist, and television host.",https://en.wikipedia.org/wiki/Jon_Stewart,,,,
Austen Allred,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/austenall,//www.twitter.com/Austen,,
Fareed Zakaria,"Fareed Zakaria is an American journalist, political scientist, and author.",https://en.wikipedia.org/wiki/Fareed_Zakaria,//www.instagram.com/fareedzakaria,//www.twitter.com/FareedZakaria,,
Donald Knuth,"Donald Knuth is an American computer scientist, mathematician, and professor emeritus at Stanford University.",https://en.wikipedia.org/wiki/Donald_Knuth,,,,
Simon Sinek,Simon Sinek is a British-born American author and motivational speaker.,https://en.wikipedia.org/wiki/Simon_Sinek,//www.instagram.com/simonsinek,//www.twitter.com/simonsinek,,
Samin Nosrat,"Samin Nosrat is an American chef, TV host and food writer.",https://en.wikipedia.org/wiki/Samin_Nosrat,//www.instagram.com/ciaosamin,//www.twitter.com/CiaoSamin,,
Michael Pollan,"Michael Pollan is an American author, journalist, and activist.",https://en.wikipedia.org/wiki/Michael_Pollan,//www.instagram.com/michael.pollan,//www.twitter.com/michaelpollan,,
Marc Benioff,"Marc Benioff is the founder, chairman and co-CEO of Salesforce.",https://en.wikipedia.org/wiki/Marc_Benioff,,//www.twitter.com/Benioff,,
Fred Wilson,"Fred Wilson is an American businessman, venture capitalist and blogger.",https://en.wikipedia.org/wiki/Fred_Wilson_(financier),//www.instagram.com/fredwilson,//www.twitter.com/fredwilson,,
Andrew Wilkinson,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/awilkinson,//www.twitter.com/awilkinson,,
Walter Isaacson,"Walter Isaacson is an American historian, journalist, and writer.",https://en.wikipedia.org/wiki/Walter_Isaacson,,//www.twitter.com/WalterIsaacson,,
Dustin Moskovitz,Dustin Moskovitz is an American Internet entrepreneur who co-founded Facebook.,https://en.wikipedia.org/wiki/Dustin_Moskovitz,//www.instagram.com/moskovitz_dustin,//www.twitter.com/moskov,,
Caterina Fake,Caterina Fake is an American entrepreneur and businesswoman.,https://en.wikipedia.org/wiki/Caterina_Fake,//www.instagram.com/cefake,//www.twitter.com/Caterina,,
Nick Szabo,"Nick Szabo is a computer scientist, legal scholar and cryptographer.",https://en.wikipedia.org/wiki/Nick_Szabo,,//www.twitter.com/NickSzabo4,,
Ben Horowitz,"Ben Horowitz is an American businessman, investor, blogger, and author.",https://en.wikipedia.org/wiki/Ben_Horowitz,//www.instagram.com/bhorowitz0,//www.twitter.com/bhorowitz,,
Michelle Obama,Michelle Obama is an American lawyer and author who was the first lady of the United States from 2009 to 2017.,https://en.wikipedia.org/wiki/Michelle_Obama,//www.instagram.com/michelleobama,//www.twitter.com/MichelleObama,,
Kevin Kelly,"Kevin Kelly is the founding executive editor of Wired magazine, and a former editor/publisher of the Whole Earth Review.",https://en.wikipedia.org/wiki/Kevin_Kelly_(editor),//www.instagram.com/kevin2kelly,//www.twitter.com/kevin2kelly,,
Josh Waitzkin,"Joshua Waitzkin is an American chess player, martial arts competitor, and author.",https://en.wikipedia.org/wiki/Joshua_Waitzkin,,,,
Esther Perel,Esther Perel is a Belgian psychotherapist of Polish-Jewish descent.,https://en.wikipedia.org/wiki/Esther_Perel,//www.instagram.com/estherperelofficial,//www.twitter.com/EstherPerel,,
Tim Urban,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/timurban,//www.twitter.com/waitbutwhy,,
Steven Pinker,"Steven Pinker is a Canadian-American cognitive psychologist, linguist, and popular science author.",https://en.wikipedia.org/wiki/Steven_Pinker,//www.instagram.com/sapinker,//www.twitter.com/sapinker,,
Selena Gomez,"Selena Gomez is an American singer, songwriter, actress, and television producer.",https://en.wikipedia.org/wiki/Selena_Gomez,//www.instagram.com/selenagomez,//www.twitter.com/selenagomez,,
Scott Adams,"Scott Adams is the creator of the Dilbert comic strip, and the author of several nonfiction works of satire, commentary, and business.",https://en.wikipedia.org/wiki/Scott_Adams,//www.instagram.com/scottadams925,//www.twitter.com/ScottAdamsSays,,
Satya Nadella,Satya Nadella is the CEO of Microsoft.,https://en.wikipedia.org/wiki/Satya_Nadella,,//www.twitter.com/satyanadella,,
Bryan Johnson,Bryan Johnson is an American entrepreneur and venture capitalist.,https://en.wikipedia.org/wiki/Bryan_Johnson_(entrepreneur),//www.instagram.com/bryanjohnson_,//www.twitter.com/bryan_johnson ,,
Neil deGrasse Tyson,"Neil deGrasse Tyson is an American astrophysicist, author, and science communicator.",https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson,//www.instagram.com/neildegrassetyson,//www.twitter.com/neiltyson,,
Matt Ridley,Matt Ridley is a British journalist and businessman.,https://en.wikipedia.org/wiki/Matt_Ridley,,//www.twitter.com/mattwridley,,
Kathryn Minshew,"Kathryn Minshew is the CEO and co-founder of The Muse, a career-development platform.",https://en.wikipedia.org/wiki/Kathryn_Minshew,//www.instagram.com/kminshew,//www.twitter.com/kmin,,
Brianne Kimmel,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/briannekimmel,//www.twitter.com/briannekimmel,,
Jeff Atwood,"Jeff Atwood is an American software developer, author, blogger, and entrepreneur.",https://en.wikipedia.org/wiki/Jeff_Atwood,,//www.twitter.com/codinghorror,,
Jason Calacanis,"Jason Calacanis is an American Internet entrepreneur, angel investor, author and podcaster.",https://en.wikipedia.org/wiki/Jason_Calacanis,//www.instagram.com/jason,//www.twitter.com/Jason,,
Tim Draper,"Tim Draper is an American venture capital investor, and founder of Draper Fisher Jurvetson.",https://en.wikipedia.org/wiki/Tim_Draper,//www.instagram.com/timdraper,//www.twitter.com/TimDraper,,
Taylor Swift,Taylor Swift is an American singer-songwriter.,https://en.wikipedia.org/wiki/Taylor_Swift,//www.instagram.com/taylorswift,//www.twitter.com/taylorswift13,,
Dave Elitch,David Elitch is an American musician best known for his work with the American progressive rock band The Mars Volta.,https://en.wikipedia.org/wiki/David_Elitch,//www.instagram.com/daveelitch,//www.twitter.com/DaveElitch,,
Ryan Hoover,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/rrhoover,//www.twitter.com/rrhoover,,
Rolf Potts,"Rolf Potts is an American travel writer, essayist, podcaster, and author.",https://en.wikipedia.org/wiki/Rolf_Potts,//www.instagram.com/rolfpotts,//www.twitter.com/rolfpotts,,
Adam Savage,"Adam Savage is an American special effects designer and fabricator, actor, educator, and television personality and producer.",https://en.wikipedia.org/wiki/Adam_Savage,//www.instagram.com/therealadamsavage,//www.twitter.com/donttrythis,,
Adam Robinson,"Adam Robinson is an American educator, freelance author, and a US Chess Federation life master.",https://en.wikipedia.org/wiki/Adam_Robinson_(author),//www.instagram.com/iamadamrobinson,//www.twitter.com/IAmAdamRobinson,,
Sheryl Sandberg,"Sheryl Sandberg is an American business executive, billionaire and philanthropist.",https://en.wikipedia.org/wiki/Sheryl_Sandberg,//www.instagram.com/sherylsandberg,//www.twitter.com/sherylsandberg,,
Kevin Rose,"Kevin Rose is an American Internet entrepreneur who co-founded Revision3, Digg, Pownce, and Milk.",https://en.wikipedia.org/wiki/Kevin_Rose,//www.instagram.com/kevinrose,//www.twitter.com/kevinrose,,
Chris Dixon,Chris Dixon is an American internet entrepreneur and investor.,https://en.wikipedia.org/wiki/Chris_Dixon,//www.instagram.com/cdixon,//www.twitter.com/cdixon,,
George Raveling,George Raveling is an American college basketball player and coach.,https://en.wikipedia.org/wiki/George_Raveling,//www.instagram.com/georgeraveling,//www.twitter.com/GeorgeRaveling,,
Tristan Harris,Tristan Harris is the director and a co-founder of the Center for Humane Technology.,https://en.wikipedia.org/wiki/Tristan_Harris,//www.instagram.com/tristanh,//www.twitter.com/tristanharris,,
Reid Hoffman,Reid Hoffman is the co-founder and executive chairman of LinkedIn.,https://en.wikipedia.org/wiki/Reid_Hoffman,//www.instagram.com/reidhoffman,//www.twitter.com/reidhoffman,,
Casey Neistat,"Casey Neistat is an American YouTube personality, filmmaker, and vlogger.",https://en.wikipedia.org/wiki/Casey_Neistat,//www.instagram.com/caseyneistat,//www.twitter.com/Casey,,
Brian Koppelman,"Brian Koppelman is a filmmaker, essayist, podcaster, TV series creator, former music business executive and record producer.",https://en.wikipedia.org/wiki/Brian_Koppelman,//www.instagram.com/briankoppelman,//www.twitter.com/briankoppelman,,
Lex Fridman,"As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/lexfridman,//www.twitter.com/lexfridman,,
Larry Ellison,Larry Ellison is a co-founder and the executive chairman and CTO of Oracle Corporation.,https://en.wikipedia.org/wiki/Larry_Ellison,,//www.twitter.com/larryellison,,
Kevin Systrom,Kevin Systrom is an American computer programmer and entrepreneur.,https://en.wikipedia.org/wiki/Kevin_Systrom,//www.instagram.com/kevin,//www.twitter.com/kevin,,
Ezra Klein,"Ezra Klein is an American journalist, blogger, and political commentator who co-founded Vox.",https://en.wikipedia.org/wiki/Ezra_Klein,//www.instagram.com/ezraklein,//www.twitter.com/ezraklein,,
Stanislav Grof,Stanislav Grof is a Czech psychiatrist.,https://en.wikipedia.org/wiki/Stanislav_Grof,,,,
Ryan Petersen,"As an Amazon Associate, we earn money from purchases made through links in this page.",,,//www.twitter.com/typesfast,,
Ron Conway,"Ron Conway is an American angel investor and philanthropist, often described as one of Silicon Valley's ""super angels"".",https://en.wikipedia.org/wiki/Ron_Conway,,//www.twitter.com/RonConway,,
"Mike Maples, Jr.","As an Amazon Associate, we earn money from purchases made through links in this page.",,//www.instagram.com/m2jr,//www.twitter.com/m2jr,,
Anderson Cooper,Anderson Cooper is an American television journalist and political commentator.,https://en.wikipedia.org/wiki/Anderson_Cooper,//www.instagram.com/andersoncooper,//www.twitter.com/andersoncooper,,
Maria Popova,"Maria Popova is a Bulgarian-born, American-based writer of literary and arts commentary and cultural criticism.",https://en.wikipedia.org/wiki/Maria_Popova,//www.instagram.com/brainpicker,//www.twitter.com/brainpicker,,
Alexandria Ocasio-Cortez,"Alexandria Ocasio-Cortez, also known by her initials as AOC, is an American politician serving as the U.",https://en.wikipedia.org/wiki/Alexandria_Ocasio-Cortez,//www.instagram.com/repaoc,//www.twitter.com/AOC,,
Lewis Cantley,Lewis Cantley is an American cell biologist and biochemist.,https://en.wikipedia.org/wiki/Lewis_C._Cantley,,,,
Karlie Kloss,Karlie Kloss is an American fashion model and entrepreneur.,https://en.wikipedia.org/wiki/Karlie_Kloss,//www.instagram.com/karliekloss,//www.twitter.com/karliekloss,,
Garry Tan,Garry Tan is the co-founder of Initialized Capital.,https://en.wikipedia.org/wiki/Garry_Tan,//www.instagram.com/garrytan,//www.twitter.com/garrytan,,
Jonathan Eisen,"Jonathan Eisen is an American evolutionary biologist, currently working at University of California, Davis.",https://en.wikipedia.org/wiki/Jonathan_Eisen,//www.instagram.com/phylogenomics,//www.twitter.com/phylogenomics,,
Anthony Scaramucci,Anthony Scaramucci is an American financier who served as the White House Director of Communications.,https://en.wikipedia.org/wiki/Anthony_Scaramucci,//www.instagram.com/scaramucci,//www.twitter.com/Scaramucci,,
Jim Collins,"Jim Collins is an American researcher, author, speaker and consultant.",https://en.wikipedia.org/wiki/James_C._Collins,,//www.twitter.com/level5leaders,,
Quentin Tarantino,"Quentin Tarantino is an American film director, screenwriter, producer, author, and actor.",https://en.wikipedia.org/wiki/Quentin_Tarantino,,,,
James Altucher,"James Altucher is an American hedge fund manager, entrepreneur, author, venture capitalist and podcaster.",https://en.wikipedia.org/wiki/James_Altucher,//www.instagram.com/altucher,//www.twitter.com/jaltucher,,
Howard Marks,Howard Marks is an American investor and writer.,https://en.wikipedia.org/wiki/Howard_Marks_(investor),,//www.twitter.com/HowardMarksBook,,
Hamilton Morris,Hamilton Morris is an American journalist and pharmacological researcher.,https://en.wikipedia.org/wiki/Hamilton_Morris,//www.instagram.com/hamiltonmorris,//www.twitter.com/HamiltonMorris,,
Guy Kawasaki,"Guy Kawasaki is an American marketing specialist, author, and Silicon Valley venture capitalist.",https://en.wikipedia.org/wiki/Guy_Kawasaki,//www.instagram.com/guykawasaki,//www.twitter.com/GuyKawasaki,,
Graham Duncan,"As an Amazon Associate, we earn money from purchases made through links in this page.",,,//www.twitter.com/GrahamDuncanNYC,,
Tony Hsieh,Tony Hsieh is the CEO of the online shoe and clothing company Zappos.,https://en.wikipedia.org/wiki/Tony_Hsieh,//www.instagram.com/downtowntony,,,
Tom Peters,"Tom Peters is an American writer on business management practices, best known for ""In Search of Excellence"".",https://en.wikipedia.org/wiki/Tom_Peters,,//www.twitter.com/tom_peters,,
Daniel Ek,Daniel Ek is the co-founder and CEO of Spotify.,https://en.wikipedia.org/wiki/Daniel_Ek,//www.instagram.com/eldsjal,//www.twitter.com/eldsjal,,
Chris Sacca,"Chris Sacca is an American venture investor, company advisor, entrepreneur, and lawyer.",https://en.wikipedia.org/wiki/Chris_Sacca,//www.instagram.com/sacca,//www.twitter.com/sacca,,
Bill Nye,"Bill Nye is an American science communicator, television presenter, and mechanical engineer.",https://en.wikipedia.org/wiki/Bill_Nye,//www.instagram.com/billnye,//www.twitter.com/BillNye,,
Mike Rowe,Mike Rowe is an American television host and narrator.,https://en.wikipedia.org/wiki/Mike_Rowe,//www.instagram.com/mikerowe,//www.twitter.com/mikeroweworks,,
Ashton Kutcher,"Ashton Kutcher is an American actor, producer, and entrepreneur.",https://en.wikipedia.org/wiki/Ashton_Kutcher,//www.instagram.com/aplusk,//www.twitter.com/aplusk,,
