Name,Link,Number of Books,Image URL
Robin Sharma,https://www.mostrecommendedbooks.com/robin-sharma-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Robin%20Sharma.jpg
Jenn Im,https://www.mostrecommendedbooks.com/jenn-im-books,11,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jenn%20Im.png
Mike Phillips,https://www.mostrecommendedbooks.com/mike-phillips-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Mike%20Phillips.png
Art De Vany,https://www.mostrecommendedbooks.com/art-de-vany-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Art%20De%20Vany.jpg
Robin Black,https://www.mostrecommendedbooks.com/robin-black-books,6,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Robin%20Black.jpg
Jen Wilkin,https://www.mostrecommendedbooks.com/jen-wilkin-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jen%20Wilkin.jpg
Roberto Blake,https://www.mostrecommendedbooks.com/roberto-blake-books,9,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Roberto%20Blake.jpg
Hannah Hart,https://www.mostrecommendedbooks.com/hannah-hart-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Hannah%20Hart.jpg
Mike Birbiglia,https://www.mostrecommendedbooks.com/mike-birbiglia-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Mike%20Birbiglia.png
Robert Macfarlane,https://www.mostrecommendedbooks.com/robert-macfarlane-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Robert%20Macfarlane.jpg
Hal Elrod,https://www.mostrecommendedbooks.com/hal-elrod-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Hal%20Elrod.jpg
Ariana Grande,https://www.mostrecommendedbooks.com/ariana-grande-books,8,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ariana%20Grande.png
Richard Osman,https://www.mostrecommendedbooks.com/richard-osman-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Richard%20Osman.jpg
Elliott Hulse,https://www.mostrecommendedbooks.com/elliott-hulse-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Elliott%20Hulse.jpg
Rian Johnson,https://www.mostrecommendedbooks.com/rian-johnson-books,6,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Rian%20Johnson.jpg
Elizabeth Gilbert,https://www.mostrecommendedbooks.com/elizabeth-gilbert-books,7,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Elizabeth%20Gilbert.jpeg
Rainbow Rowell,https://www.mostrecommendedbooks.com/rainbow-rowell-books,9,https://d3bxjxywei423j.cloudfront.net/assets/user_default.jpg
Duncan Trussell,https://www.mostrecommendedbooks.com/duncan-trussell-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Duncan%20Trussell.jpg
Anníe Mist Þórisdóttir,https://www.mostrecommendedbooks.com/annie-mist-orisdottir-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Ann%C3%ADe%20Mist%20%C3%9E%C3%B3risd%C3%B3ttir.jpg
Rachel Held Evans,https://www.mostrecommendedbooks.com/rachel-held-evans-books,6,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Rachel%20Held%20Evans.jpg
Diana Gabaldon,https://www.mostrecommendedbooks.com/diana-gabaldon-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Diana%20Gabaldon.jpg
Preston Pysh,https://www.mostrecommendedbooks.com/preston-pysh-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Preston%20Pysh.jpg
Dennis Prager,https://www.mostrecommendedbooks.com/dennis-prager-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Dennis%20Prager.jpg
Preet Bharara,https://www.mostrecommendedbooks.com/preet-bharara-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Preet%20Bharara.jpg
David Brooks,https://www.mostrecommendedbooks.com/david-brooks-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_David%20Brooks.jpg
Aniela Gregorek,https://www.mostrecommendedbooks.com/aniela-gregorek-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Aniela%20Gregorek.jpg
Pete Holmes,https://www.mostrecommendedbooks.com/pete-holmes-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Pete%20Holmes.jpeg
Dana Perino,https://www.mostrecommendedbooks.com/dana-perino-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Dana%20Perino.jpg
Andrew Zimmern,https://www.mostrecommendedbooks.com/andrew-zimmern-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Andrew%20Zimmern.jpg
Paul Rabil,https://www.mostrecommendedbooks.com/paul-rabil-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Paul%20Rabil.jpg
Dan Savage,https://www.mostrecommendedbooks.com/dan-savage-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Dan%20Savage.jpg
Andrew Yang,https://www.mostrecommendedbooks.com/andrew-yang-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Andrew%20Yang.jpg
Paul Krugman,https://www.mostrecommendedbooks.com/paul-krugman-books,7,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Paul%20Krugman.png
Dan Heisman,https://www.mostrecommendedbooks.com/dan-heisman-books,69,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Dan%20Heisman.jpg
Martin Polanco,https://www.mostrecommendedbooks.com/martin-polanco-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Martin%20Polanco.jpg
Patrick Madrid,https://www.mostrecommendedbooks.com/patrick-madrid-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Patrick%20Madrid.jpg
Chris Evans,https://www.mostrecommendedbooks.com/chris-evans-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Chris%20Evans.jpg
Andrew Chen,https://www.mostrecommendedbooks.com/andrew-chen-books,8,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Andrew%20Chen.jpg
Pat Flynn,https://www.mostrecommendedbooks.com/pat-flynn-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Pat%20Flynn.jpg
Brian Tracy,https://www.mostrecommendedbooks.com/brian-tracy-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Brian%20Tracy.jpeg
Mark Hart,https://www.mostrecommendedbooks.com/mark-hart-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Mark%20Hart.png
Olivia Wilde,https://www.mostrecommendedbooks.com/olivia-wilde-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Olivia%20Wilde.jpg
Shauna Niequist,https://www.mostrecommendedbooks.com/shauna-niequist-books,37,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Shauna%20Niequist.jpg
Amy Winehouse,https://www.mostrecommendedbooks.com/amy-winehouse-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Amy%20Winehouse.jpg
Noah Smith,https://www.mostrecommendedbooks.com/noah-smith-books,8,https://d3bxjxywei423j.cloudfront.net/assets/user_default.jpg
Peter King,https://www.mostrecommendedbooks.com/peter-king-books,15,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Peter%20King.jpg
Nigella Lawson,https://www.mostrecommendedbooks.com/nigella-lawson-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Nigella%20Lawson.jpg
Donalyn Miller,https://www.mostrecommendedbooks.com/donalyn-miller-books,17,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Donalyn%20Miller.jpg
Nicola Sturgeon,https://www.mostrecommendedbooks.com/nicola-sturgeon-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Nicola%20Sturgeon.jpg
Bill Maher,https://www.mostrecommendedbooks.com/bill-maher-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Bill%20Maher.jpg
Marie Kondo,https://www.mostrecommendedbooks.com/marie-kondo-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Marie%20Kondo.png
Nick Offerman,https://www.mostrecommendedbooks.com/nick-offerman-books,8,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Nick%20Offerman.jpg
Andy Greenwald,https://www.mostrecommendedbooks.com/andy-greenwald-books,37,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Andy%20Greenwald.jpg
Marie Forleo,https://www.mostrecommendedbooks.com/marie-forleo-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Marie%20Forleo.png
Niall Ferguson,https://www.mostrecommendedbooks.com/niall-ferguson-books,9,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Niall%20Ferguson.jpg
Alton Brown,https://www.mostrecommendedbooks.com/alton-brown-books,12,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Alton%20Brown.jpg
Alfred Lin,https://www.mostrecommendedbooks.com/alfred-lin-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Alfred%20Lin.jpg
Nate Berkus,https://www.mostrecommendedbooks.com/nate-berkus-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Nate%20Berkus.jpg
Albert Mohler,https://www.mostrecommendedbooks.com/albert-mohler-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Albert%20Mohler.jpg
Natalie Portman,https://www.mostrecommendedbooks.com/natalie-portman-books,10,https://d3bxjxywei423j.cloudfront.net/assets/user_default.jpg
Hugh Hewitt,https://www.mostrecommendedbooks.com/hugh-hewitt-books,16,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Hugh%20Hewitt.jpg
Margaret Cho,https://www.mostrecommendedbooks.com/margaret-cho-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Margaret%20Cho.png
Morgan Housel,https://www.mostrecommendedbooks.com/morgan-housel-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Morgan%20Housel.jpg
Tyler Cowen,https://www.mostrecommendedbooks.com/tyler-cowen-books,54,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Tyler%20Cowen.png
MJ DeMarco,https://www.mostrecommendedbooks.com/mj-demarco-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_MJ%20DeMarco.jpeg
Tom Hiddleston,https://www.mostrecommendedbooks.com/tom-hiddleston-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Tom%20Hiddleston.jpg
Alex Blumberg,https://www.mostrecommendedbooks.com/alex-blumberg-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Alex%20Blumberg.jpg
Michiko Kakutani,https://www.mostrecommendedbooks.com/michiko-kakutani-books,2,https://d3bxjxywei423j.cloudfront.net/assets/user_default.jpg
Steve Harvey,https://www.mostrecommendedbooks.com/steve-harvey-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Steve%20Harvey.jpg
Michael Batnick,https://www.mostrecommendedbooks.com/michael-batnick-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Michael%20Batnick.jpg
Robert Greene,https://www.mostrecommendedbooks.com/robert-greene-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Robert%20Greene.jpg
Megyn Kelly,https://www.mostrecommendedbooks.com/megyn-kelly-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Megyn%20Kelly.jpeg
Richard Dawkins,https://www.mostrecommendedbooks.com/richard-dawkins-books,12,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Richard%20Dawkins.jpg
Al Gore,https://www.mostrecommendedbooks.com/al-gore-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Al%20Gore.jpg
Meghan McCain,https://www.mostrecommendedbooks.com/meghan-mccain-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Meghan%20McCain.jpg
Reese Witherspoon,https://www.mostrecommendedbooks.com/reese-witherspoon-books,11,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Reese%20Witherspoon.jpg
Luis von Ahn,https://www.mostrecommendedbooks.com/luis-von-ahn-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Luis%20von%20Ahn.png
Max Keiser,https://www.mostrecommendedbooks.com/max-keiser-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Max%20Keiser.jpg
Lewis Howes,https://www.mostrecommendedbooks.com/lewis-howes-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Lewis%20Howes.jpg
Matt Ogus,https://www.mostrecommendedbooks.com/matt-ogus-books,4,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Matt%20Ogus.jpg
Jim Cramer,https://www.mostrecommendedbooks.com/jim-cramer-books,5,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Jim%20Cramer.jpg
Matt Haig,https://www.mostrecommendedbooks.com/matt-haig-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Matt%20Haig.jpg
Dan Harris,https://www.mostrecommendedbooks.com/dan-harris-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Dan%20Harris.jpeg
Lisa Randall,https://www.mostrecommendedbooks.com/lisa-randall-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Lisa%20Randall.png
Adam Gazzaley,https://www.mostrecommendedbooks.com/adam-gazzaley-books,9,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Adam%20Gazzaley.jpg
Matt Dillahunty,https://www.mostrecommendedbooks.com/matt-dillahunty-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Matt%20Dillahunty.jpg
Adam Fisher,https://www.mostrecommendedbooks.com/adam-fisher-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Adam%20Fisher.jpg
Marian Keyes,https://www.mostrecommendedbooks.com/marian-keyes-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Marian%20Keyes.jpg
Abraham Mutai,https://www.mostrecommendedbooks.com/abraham-mutai-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Abraham%20Mutai.jpg
Margot Robbie,https://www.mostrecommendedbooks.com/margot-robbie-books,1,https://d3bxjxywei423j.cloudfront.net/assets/user_default.jpg
Aaron Nagler,https://www.mostrecommendedbooks.com/aaron-nagler-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Aaron%20Nagler.jpg
Marc Maron,https://www.mostrecommendedbooks.com/marc-maron-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Marc%20Maron.jpg
Leo Babauta,https://www.mostrecommendedbooks.com/leo-babauta-books,2,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Leo%20Babauta.png
Marc Lamont Hill,https://www.mostrecommendedbooks.com/marc-lamont-hill-books,10,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Marc%20Lamont%20Hill.jpg
Aaron Gleeman,https://www.mostrecommendedbooks.com/aaron-gleeman-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Aaron%20Gleeman.jpg
Magnus Carlsen,https://www.mostrecommendedbooks.com/magnus-carlsen-books,3,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Magnus%20Carlsen.jpg
Aamir Khan,https://www.mostrecommendedbooks.com/aamir-khan-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Aamir%20Khan.jpg
Lou Dobbs,https://www.mostrecommendedbooks.com/lou-dobbs-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Lou%20Dobbs.jpg
Linus Torvalds,https://www.mostrecommendedbooks.com/linus-torvalds-books,1,https://d3bxjxywei423j.cloudfront.net/public/user_picture/size300x300_Linus%20Torvalds.jpeg
No Name,https://www.mostrecommendedbooks.com/people,1,
No Name,https://www.mostrecommendedbooks.com/lists,1,
No Name,https://www.mostrecommendedbooks.com/series,1,
No Name,https://www.mostrecommendedbooks.com/summaries,1,
No Name,https://www.mostrecommendedbooks.com/tools,1,
No Name,https://www.mostrecommendedbooks.com/blog,1,
